ID	Comunidad	Via	pValue	ncomu	nvia	nComVia	ElementsComVia
CYP3A4.hsa00830	CYP3A4	hsa00830	1.30184795794636e-09	104	80	12	CYP3A4,CYP1A2,CYP1A1,CYP3A5,CYP2A6,CYP2B6,C16679,C16677,CYP3A7CYP3A51P,CYP3A7,C16680,CYP2S1
CYP3A4.hsa00980	CYP3A4	hsa00980	3.53682867686938e-48	104	139	43	CYP3A4,CYP1A2,CYP1A1,CYP3A5,CYP2A6,CYP2B6,CYP2C9,C16453,CYP1B1,EPHX1,LOC107987478,CYP2D6,CYP2D7,C14853,C14556,C14854,C19566,C06800,C19563,SULT2A1,C14850,C07535,C19488,C14849,C14866,C19604,C16756,C19490,C11148,C00829,C14787,C19489,C14800,C19595,C19559,C19585,C19580,C19577,C19561,C14801,C19607,C19588,C19562
CYP3A4.hsa00982	CYP3A4	hsa00982	1.83736306607075e-59	104	126	48	CYP3A4,CYP1A2,CYP3A5,CYP2A6,CYP2B6,CYP2C9,CYP2C19,LOC107987478,CYP2D6,CYP2D7,C07572,C16608,CYP2C8,C05011,C16547,C16609,C16546,C07643,C07047,C16553,C07888,C16607,C06868,C07073,C16561,C16560,C07501,C16584,C16582,C07496,C16602,C16549,C16544,C16548,C07644,C06754,C16550,C07163,C16659,C08012,C16661,C16576,C16601,C16604,C16662,C16660,C07185,C16651
CREBBP.hsa00051	CREBBP	hsa00051	3.27932633389739e-17	42	50	12	ALDOA,ALDOB,ALDOC,C00665,PFKL,PFKM,PFKP,C05378,FBP1,FBP2,C01094,TIGAR
CREBBP.hsa04066	CREBBP	hsa04066	3.635610381615e-37	42	118	26	CREBBP,EP300,HIF1A,ARNT,ALDOA,ALDOB,ALDOC,LDHAL6A,LDHA,LDHB,LDHC,LDHAL6B,PFKL,PFKM,PFKP,PDK1,GAPDH,ENO1,ENO2,ENO3,ENO4,PGK1,PGK2,TF,TFRC,TIMP1
DGAT1.hsa00010	DGAT1	hsa00010	1.76644185281787e-09	55	94	10	ADH5,ADH1A,ADH1B,ADH1C,ADH4,ADH6,ADH7,C00084,C00469,AKR1A1
DGAT1.hsa00830	DGAT1	hsa00830	1.74619942610789e-73	55	80	41	DGAT1,CYP26A1,CYP26C1,CYP26B1,ADH5,AWAT2,C00473,C00376,ADH1A,ADH1B,ADH1C,ADH4,ADH6,ADH7,HSD17B6,C16681,RDH12,DHRS9,DHRS4,DHRS4L2,DHRS4L1,DHRS3,RDH11,RDH5,LRAT,C16682,RETSAT,SDR16C5,CYP27C1,C00899,PNPLA4,C02110,ALDH1A1,ALDH1A2,C03455,C02075,C02588,RPE65,RDH10,C15492,C21797
DGAT1.hsa00982	DGAT1	hsa00982	1.27446655917689e-10	55	126	12	ADH5,ADH1A,ADH1B,ADH1C,ADH4,ADH6,ADH7,C16587,C16551,C16586,C16595,C16596
HAT1.hsa05034	HAT1	hsa05034	1.13516340466986e-55	33	170	33	HAT1,HIST4H4,HIST2H4B,HIST1H4I,HIST1H4A,HIST1H4D,HIST1H4F,HIST1H4K,HIST1H4J,HIST1H4C,HIST1H4H,HIST1H4B,HIST1H4E,HIST1H4L,HIST1H4G,HIST2H4A,HIST2H3C,H3F3A,H3F3B,HIST2H3A,H3F3C,HIST2H3D,HIST3H3,HIST1H3A,HIST1H3D,HIST1H3C,HIST1H3E,HIST1H3I,HIST1H3G,HIST1H3J,HIST1H3H,HIST1H3B,HIST1H3F
CLDN24.hsa04514	CLDN24	hsa04514	4.64917932377368e-44	24	123	24	CLDN24,CLDN16,CLDN4,CLDN3,CLDN7,CLDN23,CLDN19,CLDN14,CLDN15,CLDN17,CLDN20,CLDN11,CLDN18,CLDN22,CLDN25,CLDN5,CLDN10,CLDN8,CLDN6,CLDN2,CLDN1,CLDN9,OCLN,ESAM
GABARAP.hsa04137	GABARAP	hsa04137	5.10383326374481e-20	51	62	15	GABARAP,GABARAPL2,GABARAPL1,ATG5,FUNDC1,BNIP3L,TBC1D15,TBC1D17,CALCOCO2,OPTN,BCL2L13,TAX1BP1,NBR1,CITED2,FIS1
GABARAP.hsa04140	GABARAP	hsa04140	1.30148439229724e-16	51	125	16	GABARAP,GABARAPL2,GABARAPL1,ATG12,ATG5,ATG16L1,ATG16L2,ATG3,ATG4A,ATG4B,ATG4C,ATG4D,ATG7,TP53INP2,RAB33B,ATG10
GABARAP.hsa04727	GABARAP	hsa04727	4.22861188864072e-37	51	67	24	GABARAP,GABARAPL2,GABARAPL1,GPHN,HAP1,NSF,TRAK2,PLCL1,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
BCL2.hsa04210	BCL2	hsa04210	8.15926188698608e-43	37	129	28	BCL2,BCL2L1,BIRC2,BIRC3,BIRC5,XIAP,BID,CTSS,CASP7,CTSK,CTSD,CTSL,BAK1,CAPN2,CTSB,CTSC,CTSH,CTSV,CTSO,CTSW,CTSZ,CTSF,CAPN1,HTRA2,DIABLO,PMAIP1,PIDD1,CASP2
BCL2.hsa04217	BCL2	hsa04217	9.93297704887162e-12	37	157	12	BCL2,BIRC2,BIRC3,XIAP,BID,CAPN2,RBCK1,RNF31,SHARPIN,CAPN1,SPATA2L,SPATA2
BCL2.hsa04621	BCL2	hsa04621	2.90060627565504e-09	37	151	10	BCL2,BCL2L1,BIRC2,BIRC3,XIAP,CTSB,RBCK1,RNF31,SHARPIN,NLRP1
FUT3.hsa00515	FUT3	hsa00515	1.10522335932856e-17	82	33	13	FUT4,FUT9,B4GALT1,B4GALT2,B4GALT3,MGAT5B,POMGNT1,ST3GAL3,B3GAT2,B3GAT1,G13026,CHST10,G13028
FUT3.hsa00601	FUT3	hsa00601	2.6124709738247e-136	82	73	66	FUT3,FUT5,FUT6,FUT4,FUT9,G00050,FUT1,FUT2,B4GALT1,G00067,B4GALT2,B4GALT3,ABO,G00037,G00071,G00055,G00036,G00062,G00044,G00039,ST3GAL3,G00066,G00047,G00076,G00085,G00086,G00084,G00081,G00082,G00089,G00090,G00069,G00056,G00060,G00063,G00042,B4GALT4,ST3GAL6,B3GNT3,B3GNT2,B3GALT5,G00074,G00052,G00058,G00045,G00040,G00043,G00046,G00048,G00073,G00051,G00057,G00038,G00068,ST3GAL4,B3GNT5,B3GALT1,B3GALT2,GCNT2,G00075,G00072,G00083,G00054,G00059,G00088,G00077
FUT3.hsa00603	FUT3	hsa00603	3.3983666956979e-08	82	30	7	FUT9,FUT1,FUT2,B3GALT5,G00099,G00103,G00104
PRKG1.hsa04022	PRKG1	hsa04022	3.74458871536621e-30	34	173	23	PRKG1,PRKG2,ATP1B4,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,FXYD2,SLC8A2,SLC8A1,SLC8A3,ATP2B1,GUCY1A2,GUCY1A1,GUCY1B1,ATP2B2,ATP2B3,ATP2B4,GTF2I,GTF2IRD1
PRKG1.hsa04960	PRKG1	hsa04960	1.87533515628801e-25	34	34	14	ATP1B4,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,FXYD2,NR3C2,SCNN1A,SCNN1B,SCNN1G,FXYD4
PRKG1.hsa04978	PRKG1	hsa04978	2.42853798053978e-11	34	27	7	SLC8A2,SLC8A1,SLC8A3,VDR,ATP2B1,SLC34A2,TRPV6
PPA2.hsa00190	PPA2	hsa00190	4.15012565549443e-106	57	45	45	PPA2,PPA1,LHPP,ATP6V1H,ATP6V1G3,ATP6V1C2,ATP6V1D,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1E1,ATP6V1G2,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6AP1,TCIRG1,ATP6V0A2,ATP6V0D2,ATP6V0A4,ATP6V0C,ATP6V0B,ATP6V0A1,ATP6V0D1,ATP6V0E2,ATP6V0E1,ATP5PD,ATP5MG,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5PB,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5PF,ATP5PO,ATP5MF,ATP12A,ATP4A,ATP4B
PPA2.hsa04150	PPA2	hsa04150	5.56715342734165e-19	57	143	19	LAMTOR3,LAMTOR5,LAMTOR2,LAMTOR4,LAMTOR1,ATP6V1H,ATP6V1G3,ATP6V1C2,ATP6V1D,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1E1,ATP6V1G2,ATP6V1E2,ATP6V1F,ATP6V1G1,SLC38A9
ESR1.hsa04915	ESR1	hsa04915	3.40296257293241e-65	36	133	36	ESR1,ESR2,NCOA3,NCOA1,NCOA2,EBAG9,LOC100653049,KRT40,KRT25,KRT28,KRT24,KRT23,KRT27,KRT26,KRT9,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT39,KRT20,KRT38,KRT37,KRT36,TFF1
CYP11B2.hsa00140	CYP11B2	hsa00140	7.36344966330435e-116	74	144	68	CYP11B2,C00280,AKR1C4,HSD3B1,HSD3B2,C00410,AKR1D1,C00735,CYP17A1,CYP11B1,HSD17B7,CYP21A2,HSD17B1,HSD17B2,CYP19A1,C05284,C01953,C00762,C03205,CYP11A1,C03917,SRD5A1,SRD5A2,SRD5A3,C01176,C18075,C03681,C05138,C05487,C05488,C02140,C18040,C01780,C05498,C05497,C05489,HSD11B2,C00674,C05485,C04295,C05473,C05479,C05471,C05469,C03772,C05478,C05476,C05140,C01124,HSD17B3,C05490,C05500,C05499,C05293,C05474,C05477,C05480,C05472,C05470,C03852,C05475,C05290,C05294,C05297,C05295,C05502,C05501,C02373
ITPR1.hsa00562	ITPR1	hsa00562	2.04142014347251e-38	40	96	25	C01245,PLCE1,PLCD3,PLCD1,PLCD4,PLCZ1,C01220,C01177,C01272,C01243,IPMK,INPP5K,ITPK1,INPP5J,INPP5A,INPP1,PLCH1,PLCH2,C01284,ITPKA,ITPKB,ITPKC,C04477,C11555,C04520
ITPR1.hsa04724	ITPR1	hsa04724	1.36285326720554e-13	40	101	12	ITPR1,ITPR3,ITPR2,C00165,C01245,HOMER3,HOMER2,HOMER1,SHANK2,SHANK1,SHANK3,DLGAP1
SREBF1.hsa00010	SREBF1	hsa00010	6.19230946404141e-19	40	94	15	C05345,HK1,HK2,HK3,HKDC1,PKLR,PKM,GCK,C00668,C00267,C01172,C00221,GPI,ADPGK,GALM
SREBF1.hsa00500	SREBF1	hsa00500	4.65919432772954e-17	40	54	12	C00031,HK1,HK2,HK3,HKDC1,C00095,GCK,C00092,C00085,GPI,TREH,C01083
SREBF1.hsa00520	SREBF1	hsa00520	1.26247634127363e-25	40	81	18	C05345,HK1,HK2,HK3,HKDC1,GCK,C00668,C00267,C00352,C00275,GPI,C00159,C02336,C00329,GFPT1,GFPT2,MPI,GNPDA1
SREBF1.hsa04931	SREBF1	hsa04931	5.47872665504017e-12	40	103	11	SREBF1,C00031,OGT,C00095,MLXIP,MLXIPL,MLX,PTPA,PPARGC1B,NR1H2,OGA
SYK.hsa04380	SYK	hsa04380	3.10547400596515e-39	32	125	25	SYK,FCGR3A,FCGR3B,FCGR1A,FCGR2A,FCGR2C,FCGR2B,TNFRSF11A,LOC102725035,LILRB2,LILRB1,LILRB5,LILRB4,LILRA1,LILRB3,LILRA3,LILRA2,LILRA4,LILRA5,OSCAR,LILRA6,SIRPB1,SIRPA,TREM2,SIRPG
MTOR.hsa04140	MTOR	hsa04140	2.89864371318147e-26	27	125	18	MTOR,AKT1S1,RPTOR,RPS6KB1,RPS6KB2,ULK1,ULK2,ATG13,MLST8,RRAGB,RRAGA,DEPTOR,ATG101,RRAGD,RRAGC,RHEB,RB1CC1,IGBP1
MTOR.hsa04150	MTOR	hsa04150	3.20759913892321e-27	27	143	19	MTOR,AKT1S1,RPTOR,RPS6KB1,RPS6KB2,MLST8,RRAGB,RRAGA,DEPTOR,RRAGD,RRAGC,EIF4EBP1,RHEB,EIF4B,FLCN,RPS6,FNIP2,FNIP1,RNF152
PABPC4L.hsa03013	PABPC4L	hsa03013	1.35915388682924e-43	46	121	30	PABPC4L,PABPC5,PABPC1,PABPC1L2A,PABPC3,PABPC1L2B,PABPC1L,PABPC4,UPF1,UPF3B,UPF3A,NUP98,PAIP1,NXF1,NXF5,NXF3,NXF2,NXF2B,THOC5,ALYREF,UPF2,EIF4A3,NXT1,NXT2,RAE1,RBM8A,MAGOHB,DDX39B,CASC3,PYM1
PABPC4L.hsa03018	PABPC4L	hsa03018	8.27622029834866e-42	46	18	18	PABPC4L,PABPC5,PABPC1,PABPC1L2A,PABPC3,PABPC1L2B,PABPC1L,PABPC4,PAN3,TOB1,TOB2,BTG3,BTG4,BTG1,BTG2,CNOT7,CNOT8,PAN2
CSNK1E.hsa04390	CSNK1E	hsa04390	4.57042567817762e-12	28	152	11	CSNK1E,CSNK1D,YWHAE,YWHAQ,YWHAB,YWHAG,YWHAH,YWHAZ,CTNNA1,CTNNA2,CTNNA3
CSNK1E.hsa04710	CSNK1E	hsa04710	1.21841235799164e-30	28	30	15	CSNK1E,CSNK1D,ARNTL,CLOCK,CRY1,CRY2,PER2,NPAS2,PER1,PER3,BHLHE41,BHLHE40,NR1D1,RORB,FBXL3
CSNK1E.hsa05160	CSNK1E	hsa05160	7.62644767486395e-10	28	128	9	BAD,ARAF,BRAF,YWHAE,YWHAQ,YWHAB,YWHAG,YWHAH,YWHAZ
MAOA.hsa00340	MAOA	hsa00340	1.26509671957599e-12	45	39	9	MAOA,MAOB,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,C05827,C05828,C05127
MAOA.hsa00350	MAOA	hsa00350	2.49214038388651e-39	45	77	25	MAOA,MAOB,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,COMT,LRTOMT,DDC,AOC2,AOC3,C04043,C03765,C05583,C05584,C05580,C01161,C05582,C05581,C00483,C00642,C05589,C05588,C05587,C05594
MAOA.hsa00380	MAOA	hsa00380	2.47020158598272e-08	45	79	8	MAOA,MAOB,DDC,C00398,C05638,C05639,C05636,C05637
MAOA.hsa00982	MAOA	hsa00982	6.59287438229655e-08	45	126	9	MAOA,MAOB,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,C07646,C16591,C16612
NFATC1.hsa04022	NFATC1	hsa04022	4.42833810241932e-18	27	173	15	NFATC1,NFATC3,NFATC2,NFATC4,MEF2C,TRPC6,MYH7,MYH6,RGS2,GATA4,MEF2B,MEF2A,BORCS8MEF2B,MEF2D,NPPB
NFATC1.hsa04659	NFATC1	hsa04659	1.12753657045539e-09	27	93	8	NFATC1,NFATC3,NFATC2,RORC,RORA,IL17A,IL17F,AHR
BAAT.hsa01040	BAAT	hsa01040	9.88069509918763e-92	44	50	40	BAAT,ACOT2,ACOT7,ACOT4,ACOT1,FADS2,C05764,C16169,C03595,C00412,C04088,C00510,C01203,C02050,C16160,C02249,C03035,C16165,C16162,C16161,FADS1,C01530,C02041,C06425,C00712,C03242,C06426,C06429,C06428,C16164,C21937,C16163,C16167,C16171,C21943,C21935,C16530,C16179,C16180,C21939
NOTCH3.hsa04330	NOTCH3	hsa04330	2.64249310144698e-57	33	48	27	NOTCH3,NOTCH1,NOTCH2,NOTCH4,PSEN1,HES5,PSEN2,NCSTN,PSENEN,APH1A,APH1B,JAG1,ADAM17,JAG2,DLL3,DLL1,DLL4,DTX2,DTX3L,DTX1,DTX3,DTX4,LFNG,MFNG,RFNG,NUMB,NUMBL
HES1.hsa03460	HES1	hsa03460	1.8305425955848e-48	27	40	22	HES1,FANCM,FANCG,FANCA,FANCL,FANCD2,FANCI,FAAP24,FAAP100,FANCB,UBE2T,FANCC,FANCE,FANCF,ATR,CENPSCORT,CENPX,CENPS,ATRIP,TELO2,USP1,WDR48
C00037.hsa00020	C00037	hsa00020	8.54608538715086e-28	62	50	19	C00026,DLD,PDHA1,PDHA2,PDHB,C00091,DLAT,OGDH,C15972,OGDHL,DLST,C16255,C15973,C05125,C16254,C05381,SUCLG2,SUCLG1,SUCLA2
C00037.hsa00260	C00037	hsa00260	1.4152863524838e-19	62	68	16	C00037,C00014,C00143,DLD,C00065,AMT,SDS,SDSL,GLDC,SHMT1,SHMT2,C02051,C02972,C01242,GCAT,C03508
C00037.hsa00670	C00037	hsa00670	9.52666735162314e-13	62	28	9	C00143,AMT,TYMS,DHFR,DHFR2,SHMT1,SHMT2,C00415,C00504
C00037.hsa01200	C00037	hsa01200	3.15098906955707e-18	62	167	20	C00037,C00026,C00014,C00143,DLD,PDHA1,PDHA2,PDHB,C00065,C00091,DLAT,SDS,SDSL,SHMT1,SHMT2,GLUD1,GLUD2,SUCLG2,SUCLG1,SUCLA2
C02188.hsa00310	C02188	hsa00310	4.92929113375568e-89	43	85	43	C02188,C05544,C05545,C05546,SETD7,EHMT2,EHMT1,EZH2,C01211,CAMKMT,PRDM7,EZH1,SETD1B,SETD2,KMT5A,KMT2A,KMT5B,NSD3,ASH1L,KMT2E,PRDM9,KMT2C,SETMAR,NSD1,SUV39H1,NSD2,PRDM2,SUV39H2,KMT2D,SETDB2,SETD3,DOT1L,KMT5C,PRDM6,SETD1A,KMT2B,SETDB1,PLOD3,C04487,PLOD1,PLOD2,COLGALT2,COLGALT1
C00641.hsa00561	C00641	hsa00561	1.96214672328648e-66	46	76	36	C00641,C00416,C00162,C01885,C00422,CEL,PNPLA2,DGAT2,MOGAT3,PNLIPRP3,LIPC,PNLIP,PNLIPRP1,PNLIPRP2,PNPLA3,LIPF,LIPG,MGLL,MOGAT2,AGK,PLPP4,LPIN1,LPIN3,PLPP5,LPIN2,MOGAT1,DGKK,DGKA,DGKB,DGKG,DGKH,DGKQ,DGKZ,DGKE,DGKD,DGKI
C00195.hsa00600	C00195	hsa00600	9.13645435186216e-77	40	68	37	C00195,C00836,C00319,PLPP1,C06124,PLPP2,PLPP3,C12126,C01120,C00550,C02960,ASAH1,ASAH2,SGPP2,SGPP1,DEGS2,DEGS1,C12145,C12144,CERS1,CERS3,CERS6,CERS2,CERS4,CERS5,SMPD1,SGPL1,SMPD2,ACER3,CERK,ACER1,ACER2,ENPP7,SMPD3,SMPD4,SGMS2,SGMS1
ALDH7A1.hsa00310	ALDH7A1	hsa00310	3.71553534581075e-11	30	85	9	ALDH7A1,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,C01181,C01149,BBOX1,C00487
ALDH7A1.hsa00330	ALDH7A1	hsa00330	5.11465507093596e-11	30	88	9	ALDH7A1,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,C05936,AOC1,C00555,C02946
ALDH7A1.hsa00380	ALDH7A1	hsa00380	3.93768690195623e-13	30	79	10	ALDH7A1,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,C05634,C00637,C05635,AOC1,C00954
ALDH7A1.hsa00620	ALDH7A1	hsa00620	2.58170296175926e-14	30	61	10	ALDH7A1,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,C00033,ACOT12,ACYP1,ACYP2,C00227
CDK6.hsa05206	CDK6	hsa05206	6.85043110019267e-29	23	260	21	CDK6,CDC25A,CDC25B,MIRLET7A1,MIRLET7A2,MIRLET7A3,MIRLET7B,MIRLET7D,MIRLET7E,MIRLET7F1,MIRLET7F2,MIRLET7G,MIRLET7I,HMGA2,MIR107,IGF2BP1,TRIM71,MIR1241,MIR1242,MIR1243,MIR137
C00022.hsa00250	C00022	hsa00250	2.21498644708434e-18	50	62	14	C00022,GOT1,GOT2,IL4I1,C00036,C00041,ALDH4A1,NIT2,GPT,GPT2,DDO,C02362,C00940,C00402
C00022.hsa00270	C00022	hsa00270	2.06735608272886e-15	50	76	13	C00022,GOT1,GOT2,IL4I1,TAT,MDH1,MDH2,C05528,C01180,ADI1,C11537,C05527,C08276
C00022.hsa00330	C00022	hsa00330	1.36037824876038e-11	50	88	11	C00022,GOT1,GOT2,ALDH4A1,HOGA1,ALDH18A1,C05946,C05947,C01165,C05938,C03287
C00022.hsa00350	C00022	hsa00350	2.19082908650563e-09	50	77	9	C00022,GOT1,GOT2,IL4I1,C01179,TAT,HPD,MIF,C05350
C00022.hsa00360	C00022	hsa00360	8.62640125061164e-16	50	27	10	GOT1,GOT2,IL4I1,C00079,TAT,C00166,HPD,MIF,C05852,C02763
C00022.hsa00970	C00022	hsa00970	8.10712919208481e-09	50	89	9	C00041,C00079,C03511,AARS,AARS2,C00886,FARSB,FARS2,FARSA
C00022.hsa01200	C00022	hsa01200	1.04161251033089e-09	50	167	12	C00022,GOT1,GOT2,C00036,C00149,C00041,MDH1,MDH2,GPT,GPT2,PC,ME2
C00022.hsa01230	C00022	hsa01230	8.64704893294352e-14	50	127	14	C00022,GOT1,GOT2,C00036,C00041,C00079,C01179,TAT,GPT,GPT2,ALDH18A1,C01165,PC,C03287
WASF1.hsa04810	WASF1	hsa04810	5.14269496318032e-26	23	216	19	WASF1,WAS,WASL,WASF2,CYFIP1,CYFIP2,BRK1,BAIAP2,ABI2,NCKAP1,NCKAP1L,ARPC5,ARPC4,ARPC3,ARPC1B,ARPC2,ARPC1A,ARPC5L,DIAPH3
C01194.hsa00562	C01194	hsa00562	5.76225529885751e-30	34	96	20	C01194,C05981,C01277,C11554,INPP5B,OCRL,INPP5E,SYNJ1,SYNJ2,PIK3C2A,PIK3C2B,PIK3C2G,INPP5D,INPPL1,PI4KA,PI4KB,PI4K2B,PI4K2A,INPP5F,SACM1L
C01194.hsa00563	C01194	hsa00563	4.61328548907646e-14	34	37	9	C01194,G00143,G10610,PIGY,PIGQ,PIGP,PIGH,PIGC,PIGA
C04549.hsa00562	C04549	hsa00562	1.18462902752687e-09	38	96	9	C04549,PIK3C3,MTM1,INPP4A,INPP4B,C04063,C04062,C11556,FIG4
C04549.hsa04140	C04549	hsa04140	3.29164582500638e-38	38	125	26	C04549,PIK3C3,BECN2,BECN1,ATG14,AMBRA1,WIPI2,WIPI1,UVRAG,NRBF2,PIK3R4,DAPK1,DAPK3,DAPK2,ATG2A,ATG2B,VMP1,SNAP29,STX17,RUBCN,HMGB1,VAMP8,ZFYVE1,MTMR3,MTMR4,MTMR14
EIF2S1.hsa03013	EIF2S1	hsa03013	7.41614397723629e-43	25	121	24	EIF2S1,EIF2S3,EIF2S2,EIF1,EIF1B,EIF1AX,EIF1AY,EIF5,EIF3E,EIF3CL,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF2B1,EIF2B4,EIF2B3,EIF2B2,EIF2B5
FASN.hsa00061	FASN	hsa00061	3.11477323804662e-89	44	54	40	FASN,MCAT,OXSM,C05752,OLAH,C05223,C05755,C05761,C01209,C16219,C05762,C05759,C05756,C05753,C05749,C05750,C05745,C05746,C05744,C03939,C00229,C05763,C04633,C05760,C04688,C05758,C05757,C05754,C04619,C05751,C04620,C05748,C05747,C04246,C04618,C00685,C06424,C02679,C01571,C06423
FASN.hsa00780	FASN	hsa00780	6.48018171069721e-11	44	13	6	OXSM,C01209,C20375,C20376,C19673,C20372
C04637.hsa04070	C04637	hsa04070	3.19787545477538e-16	19	106	11	C04637,PIP5K1C,PIP5K1A,PIP5K1B,PIKFYVE,PIP4K2A,PIP4K2C,PIP4K2B,C11557,PIP4P2,PIP4P1
C04637.hsa04666	C04637	hsa04666	1.7350044036005e-14	19	101	10	C04637,PIP5K1C,PIP5K1A,PIP5K1B,ARF6,GSN,SCIN,ASAP1,ASAP3,ASAP2
C04637.hsa04810	C04637	hsa04810	3.8917260166115e-11	19	216	10	VCL,PIP5K1C,PIP5K1A,PIP5K1B,PIKFYVE,PIP4K2A,PIP4K2C,PIP4K2B,GSN,SCIN
C00681.hsa00564	C00681	hsa00564	2.30779690484929e-35	21	123	20	C00681,AGPAT1,AGPAT2,C00093,MBOAT2,MBOAT1,LCLAT1,AGPAT5,AGPAT3,AGPAT4,C00344,C05980,C03819,C18129,C18126,GPAT4,GPAT2,GPAM,GPAT3,CRLS1
KCNMA1.hsa00590	KCNMA1	hsa00590	5.48230873298322e-23	24	99	15	CYP4A11,CYP4A22,C14770,C14748,C14768,C14769,C14771,C14749,EPHX2,CYP2U1,CYP4F8,C14772,C14773,C14774,C14775
KCNMA1.hsa04270	KCNMA1	hsa04270	1.40007440389552e-13	24	134	11	KCNMA1,KCNMB2,KCNU1,KCNMB3,KCNMB4,KCNMB1,C14770,C14748,C14768,C14769,C14771
CYBB.hsa04670	CYBB	hsa04670	2.06229815144134e-12	13	105	8	CYBB,NCF1,NCF2,VCAM1,CYBA,MMP9,MMP2,NCF4
MCM7.hsa04110	MCM7	hsa04110	2.29342289532523e-29	16	123	16	MCM7,MCM6,MCM2,MCM3,MCM4,MCM5,ORC3,ORC5,ORC6,ORC1,ORC2,ORC4,CDC6,DBF4,CDC7,CDC45
G00023.hsa00512	G00023	hsa00512	1.66087444146871e-96	42	42	39	G00023,C02189,G10611,G00024,ST6GALNAC1,GCNT1,POC1BGALNT4,GALNT6,GALNT5,GALNT13,GALNT15,GALNTL5,GALNT1,GALNT2,GALNT3,GALNT8,GALNT18,GALNTL6,GALNT9,GALNT7,GALNT10,GALNT16,GALNT11,GALNT17,GALNT14,GALNT12,GALNT4,G00028,GCNT3,B3GNT6,C1GALT1C1,C1GALT1,G00031,B4GALT5,G00029,G00027,G00035,G00025,G00032
C00076.hsa04260	C00076	hsa04260	2.2900064791192e-18	20	14	8	C00076,ACTC1,TNNT2,TPM3,TPM1,TNNC1,TPM2,TPM4
GLI2.hsa04340	GLI2	hsa04340	3.32875358774396e-43	18	40	18	GLI2,GLI3,PTCH1,PTCH2,SHH,IHH,SUFU,DHH,HHIP,CUL3,KIF3A,SPOPL,SPOP,GAS1,LRP2,CDON,BOC,KIF7
C00118.hsa00030	C00118	hsa00030	1.60034239298492e-44	40	50	24	C00118,C00117,TKT,TKTL1,TKTL2,C00279,PGM2,C00231,TALDO1,PGM1,RBKS,C05382,C00119,C00673,C00199,DERA,C00620,C00672,PRPS1L1,PRPS2,RPE,RPEL1,C01801,C00121
C00118.hsa00230	C00118	hsa00230	7.91659699211549e-12	40	181	13	C00117,PGM2,PGM1,ADPRM,C00119,PPAT,C00301,C00620,PRPS1L1,PRPS2,NUDT5,NUDT9,C03090
BCKDHA.hsa00280	BCKDHA	hsa00280	8.20709155833519e-28	31	86	18	BCKDHA,BCKDHB,DBT,BCAT1,BCAT2,AGXT2,C00671,C00407,C00123,C00141,C00233,C00183,C15979,C15977,C15975,C15978,C15976,C15974
BCKDHA.hsa00640	BCKDHA	hsa00640	1.016939903146e-07	31	55	6	BCKDHA,BCKDHB,C00109,DBT,C21018,C21017
BCKDHA.hsa00970	BCKDHA	hsa00970	7.84320151147774e-16	31	89	12	C00407,C00123,C00183,IARS,IARS2,C03127,VARS2,VARS,C02554,LARS2,LARS,C02047
AFDN.hsa04080	AFDN	hsa04080	1.85190500222046e-18	19	43	10	PARD3,F2RL3,PLG,F2RL1,F2RL2,CTSG,GZMA,PRSS1,PRSS2,PRSS3
AFDN.hsa04520	AFDN	hsa04520	1.48824225785442e-08	19	68	6	AFDN,PARD3,NECTIN2,NECTIN3,NECTIN1,NECTIN4
TLR2.hsa05152	TLR2	hsa05152	3.39575373365067e-25	17	184	16	TLR2,G13115,TLR1,TLR6,G13106,PLA2R1,MRC1,MRC2,G13112,G13108,G13109,G13101,HSPA9,G13114,G13105,G13113
C3.hsa05150	C3	hsa05150	4.77873555160367e-46	23	28	19	C3,C4A,C4B,C2,C1R,C1S,C1QA,C1QB,C1QC,MBL2,MASP2,MASP1,C5,CFB,CFD,CFH,CFI,C3AR1,C5AR1
